jogo_id,genero,plataforma,gratuito,preco,horas_jogo_mes,avaliacao,idade_jogador,num_avaliacoes
897,Ação,PC,Não,30.07,6.8,59.0,22.0,18
898,Ação,PC,Não,105.27,30.5,,23.0,58
899,Ação,PC,Sim,0.0,8.2,66.2,31.0,20
900,Estratégia,Console,Sim,0.0,5.2,69.0,22.0,14
901,RPG,Console,Sim,0.0,32.2,51.5,24.0,70
902,Ação,Console,Não,23.92,17.1,76.5,22.0,43
903,Ação,Console,Não,35.58,42.8,83.7,15.0,90
904,RPG,Mobile,Não,31.14,39.8,65.0,20.0,87
905,Indie,Mobile,Não,15.49,5.6,64.9,22.0,15
906,Esporte,PC,Não,15.09,13.6,64.7,26.0,30
907,RPG,Console,Não,44.39,6.3,62.2,29.0,14
908,Ação,PC,Não,50.15,6.3,67.8,,13
909,Ação,PC,Não,60.78,10.5,65.2,23.0,25
910,Ação,Mobile,Não,72.41,22.5,55.2,13.0,49
911,Esporte,Console,Não,26.6,22.6,67.3,29.0,40
912,Indie,Mobile,Não,20.35,20.7,52.9,20.0,33
913,Indie,PC,Não,55.18,12.5,68.3,30.0,29
914,Indie,Console,Não,37.63,23.5,81.7,34.0,49
915,Indie,Console,Não,13.61,5.1,46.9,24.0,13
916,Indie,PC,Não,13.19,17.3,59.3,18.0,31
917,Ação,PC,Não,32.96,14.8,55.9,25.0,37
918,Ação,Console,Não,22.06,11.9,58.1,27.0,28
919,RPG,PC,Não,24.15,17.8,69.4,23.0,46
920,Estratégia,Mobile,Não,46.69,6.4,54.9,21.0,10
921,Ação,PC,Sim,0.0,21.3,73.7,29.0,55
922,Indie,PC,Não,54.48,14.6,73.3,28.0,32
923,Estratégia,Console,Não,7.7,3.7,67.1,23.0,9
924,Estratégia,PC,Não,28.56,14.3,53.5,13.0,35
925,Ação,Mobile,Sim,0.0,9.6,73.2,28.0,25
926,Ação,Console,Não,9.82,31.0,86.8,20.0,84
927,Ação,PC,Não,16.56,5.5,72.3,27.0,26
928,Indie,Console,Não,14.82,5.6,56.9,26.0,21
929,Estratégia,Console,Sim,0.0,19.4,59.9,12.0,46
930,Esporte,Console,Não,65.15,12.9,53.9,26.0,24
931,Ação,Mobile,Não,82.56,12.4,52.5,29.0,25
932,RPG,Console,Não,15.05,56.4,88.9,29.0,132
933,RPG,Console,Não,33.65,23.1,76.5,26.0,58
934,Esporte,PC,Sim,0.0,11.2,73.5,11.0,26
935,Esporte,Console,Não,30.96,3.2,52.5,34.0,13
936,Ação,Mobile,Sim,0.0,10.8,61.1,28.0,30
937,Indie,Console,Não,29.44,4.9,57.0,17.0,10
938,Ação,Console,Não,67.53,6.8,53.4,19.0,23
939,Indie,PC,Não,47.54,7.0,65.8,27.0,21
940,Ação,Console,Sim,0.0,29.3,75.8,30.0,70
941,Ação,Mobile,Sim,0.0,4.0,58.7,22.0,13
942,Indie,PC,Sim,0.0,27.4,74.7,31.0,51
943,Ação,PC,Sim,0.0,20.0,72.5,12.0,43
944,RPG,Console,Não,48.37,19.8,72.3,18.0,37
945,RPG,Console,Sim,0.0,6.6,51.4,11.0,21
946,Ação,Console,Não,27.67,24.9,78.0,,60
947,Esporte,PC,Sim,0.0,5.9,60.8,36.0,15
948,Indie,PC,Sim,0.0,37.7,73.7,39.0,68
949,Indie,Console,Não,23.38,29.8,75.0,27.0,52
950,RPG,Console,Sim,0.0,42.0,83.3,21.0,71
951,Estratégia,Console,Não,12.04,14.9,73.7,23.0,41
952,Ação,Console,Não,58.0,12.9,53.3,28.0,43
953,Ação,Console,Não,33.2,10.5,73.2,14.0,28
954,Ação,Console,Não,24.1,55.6,88.6,21.0,117
955,Indie,Console,Sim,0.0,22.4,63.9,35.0,43
956,Indie,Console,Não,29.3,5.0,53.2,18.0,17
957,Esporte,Console,Não,44.47,34.8,66.9,20.0,63
958,Estratégia,PC,Não,14.94,12.5,46.8,25.0,35
959,RPG,PC,Sim,0.0,0.8,61.6,27.0,4
960,Estratégia,Console,Não,41.3,7.8,77.5,21.0,18
961,Estratégia,Mobile,Não,7.68,29.8,58.3,26.0,69
962,RPG,Console,Sim,0.0,20.1,58.5,29.0,38
963,Ação,PC,Não,18.96,23.0,75.6,39.0,49
964,Ação,Console,Sim,0.0,34.6,75.3,24.0,98
965,Indie,PC,Não,18.16,2.7,64.1,25.0,10
966,RPG,Console,Sim,0.0,7.9,58.8,36.0,24
967,Indie,Mobile,Não,77.8,15.2,58.9,21.0,34
968,Ação,Console,Sim,0.0,30.4,71.2,16.0,79
969,Estratégia,Console,Não,29.23,5.9,37.1,27.0,16
970,Ação,PC,Sim,0.0,11.2,51.4,33.0,35
971,Ação,PC,Não,17.64,14.4,72.2,28.0,40
972,Ação,Mobile,Sim,0.0,7.6,70.3,24.0,17
973,Ação,Console,Não,24.61,14.3,76.2,15.0,27
974,Indie,Console,Sim,0.0,12.8,66.6,25.0,30
975,RPG,PC,Sim,0.0,9.4,40.3,34.0,30
976,Estratégia,PC,Sim,0.0,24.9,64.2,16.0,45
977,RPG,PC,Sim,0.0,21.9,80.1,23.0,49
978,RPG,PC,Sim,0.0,25.7,85.0,22.0,56
979,Estratégia,PC,Não,25.67,27.2,83.6,20.0,51
980,Ação,Mobile,Não,42.03,3.6,55.0,27.0,13
981,Indie,Console,Sim,0.0,4.0,45.6,28.0,9
982,Indie,PC,Não,20.29,23.4,68.7,28.0,39
983,Esporte,PC,Não,21.11,10.1,,18.0,20
984,RPG,PC,Sim,0.0,9.1,74.6,13.0,21
985,Ação,Mobile,Não,51.17,8.0,61.9,27.0,26
986,Indie,PC,Sim,0.0,26.3,70.9,21.0,58
987,RPG,Console,Sim,0.0,53.3,87.6,38.0,109
988,Ação,Mobile,Não,30.8,27.1,74.9,38.0,57
989,RPG,PC,Não,61.35,9.7,66.5,39.0,25
990,Esporte,Console,Não,48.79,25.4,63.7,18.0,61
991,Estratégia,Mobile,Não,11.58,3.9,47.8,29.0,13
992,Esporte,PC,Não,20.94,12.2,74.7,31.0,35
993,Esporte,PC,Sim,0.0,2.7,41.9,30.0,17
994,Ação,Mobile,Não,20.89,10.1,75.8,23.0,27
995,Indie,Mobile,Sim,0.0,16.4,47.6,34.0,39
996,RPG,Console,Sim,0.0,59.8,85.6,25.0,130
997,Estratégia,Console,Sim,0.0,32.1,83.0,26.0,71
998,Ação,PC,Não,14.92,2.7,56.6,14.0,12
999,Indie,Mobile,Não,29.15,3.0,45.0,30.0,10
1000,Ação,Console,Sim,0.0,7.6,63.4,23.0,23
1001,Ação,PC,Não,31.9,45.6,83.0,28.0,104
1002,RPG,Console,Não,49.67,2.9,54.8,27.0,6
1003,Ação,Mobile,Não,8.52,8.0,54.2,26.0,17
1004,Ação,Mobile,Sim,0.0,8.0,59.5,25.0,15
1005,Estratégia,PC,Não,20.34,19.4,61.4,31.0,40
1006,RPG,PC,Sim,0.0,25.8,92.4,24.0,77
1007,Indie,Mobile,Não,11.09,22.0,66.0,15.0,59
1008,RPG,Mobile,Sim,0.0,17.5,62.1,29.0,45
1009,Esporte,Console,Sim,0.0,3.7,52.3,19.0,11
1010,RPG,Console,Não,49.08,15.5,80.3,16.0,40
1011,Esporte,Console,Sim,0.0,35.3,61.4,18.0,75
1012,Estratégia,PC,Sim,0.0,43.4,84.3,27.0,88
1013,RPG,PC,Não,12.79,19.0,64.2,24.0,37
1014,Indie,PC,Sim,0.0,2.8,43.9,10.0,7
1015,RPG,PC,Não,39.11,19.2,59.1,22.0,46
1016,Ação,Mobile,Não,53.11,12.8,65.5,33.0,29
1017,Esporte,PC,Sim,0.0,3.3,49.2,22.0,9
1018,Indie,PC,Não,42.79,5.6,60.7,24.0,22
1019,Ação,Console,Sim,0.0,6.6,74.5,32.0,16
1020,RPG,PC,Não,9.15,23.5,70.6,31.0,48
1021,Indie,PC,Sim,0.0,42.1,67.2,32.0,97
1022,Esporte,Console,Sim,0.0,21.0,60.0,10.0,50
1023,Indie,PC,Não,21.01,24.0,66.8,37.0,52
1024,Estratégia,Console,Não,11.86,13.5,59.9,29.0,32
1025,Esporte,Mobile,Não,43.2,9.0,61.8,42.0,25
1026,RPG,PC,Não,11.94,21.4,70.7,20.0,50
1027,Indie,Mobile,Não,22.04,17.6,,13.0,53
1028,RPG,Mobile,Não,23.95,7.1,59.2,25.0,14
1029,Esporte,Mobile,Não,37.69,16.8,54.7,23.0,40
1030,RPG,Console,Não,16.84,14.2,73.9,30.0,27
1031,Estratégia,Console,Não,16.27,11.1,73.0,33.0,24
1032,Esporte,Console,Não,26.03,8.7,62.3,24.0,26
1033,Estratégia,Console,Não,44.87,19.0,64.2,23.0,36
1034,Indie,PC,Não,96.78,9.2,66.1,29.0,26
1035,RPG,Mobile,Sim,0.0,53.4,85.1,23.0,129
1036,Estratégia,Console,Não,29.64,20.5,48.8,23.0,33
1037,RPG,Console,Não,12.78,19.2,71.6,32.0,38
1038,RPG,PC,Não,45.21,12.4,70.5,34.0,29
1039,RPG,PC,Não,13.97,10.3,74.1,33.0,25
1040,Ação,Console,Não,16.37,2.1,49.7,24.0,5
1041,Ação,Console,Não,17.23,7.5,61.5,10.0,11
1042,Esporte,PC,Não,23.44,2.7,58.9,24.0,11
1043,Esporte,PC,Sim,0.0,2.7,57.4,,14
1044,Esporte,PC,Não,32.79,4.8,58.9,24.0,11
1045,Ação,Console,Não,24.45,32.8,,20.0,69
1046,RPG,PC,Sim,0.0,32.7,76.5,25.0,61
1047,Ação,Mobile,Sim,0.0,7.7,66.3,18.0,18
1048,Esporte,PC,Sim,0.0,3.6,68.1,16.0,11
1049,Indie,PC,Não,49.26,10.0,54.2,34.0,23
1050,Ação,PC,Não,16.04,23.3,67.4,18.0,55
1051,Esporte,Console,Não,9.38,28.3,68.2,25.0,54
1052,Ação,Console,Não,24.04,16.6,59.9,32.0,33
1053,Ação,Console,Não,53.39,18.8,51.7,31.0,37
1054,Ação,Mobile,Não,27.02,17.5,65.7,31.0,43
1055,Ação,PC,Não,21.76,2.9,61.1,27.0,8
1056,Esporte,Console,Não,14.55,4.0,56.0,30.0,16
1057,Indie,PC,Sim,0.0,43.3,80.9,35.0,79
1058,Ação,PC,Não,13.23,16.5,68.7,28.0,40
1059,Estratégia,Console,Não,15.88,1.5,68.6,12.0,6
1060,Esporte,PC,Não,34.54,19.6,63.0,21.0,46
1061,Indie,Console,Não,8.06,6.3,48.2,30.0,14
1062,Estratégia,Console,Não,52.71,29.9,72.1,21.0,59
1063,Ação,Console,Sim,0.0,27.8,88.6,36.0,56
1064,Estratégia,Console,Não,42.08,22.4,58.0,25.0,48
1065,RPG,Console,Sim,0.0,16.4,70.7,26.0,38
1066,Indie,PC,Não,22.27,35.0,86.4,33.0,76
1067,RPG,PC,Sim,0.0,37.4,56.2,24.0,76
1068,Esporte,PC,Não,22.55,6.4,62.5,,18
1069,Ação,Console,Não,13.67,22.2,73.8,31.0,48
1070,RPG,Mobile,Sim,0.0,8.8,57.9,15.0,25
1071,Indie,PC,Não,39.81,5.6,52.5,23.0,16
1072,Estratégia,Console,Não,59.51,37.4,72.1,31.0,74
1073,RPG,Console,Não,30.66,24.8,66.9,25.0,44
1074,Indie,Mobile,Sim,0.0,17.4,62.7,35.0,30
1075,Indie,Console,Sim,0.0,7.0,54.8,14.0,24
1076,RPG,Console,Não,18.41,38.1,74.8,13.0,76
1077,Estratégia,Console,Não,32.6,6.2,69.4,30.0,12
1078,RPG,Mobile,Não,19.46,5.0,47.1,31.0,7
1079,Estratégia,PC,Sim,0.0,14.3,47.8,24.0,36
1080,RPG,Mobile,Não,12.98,23.3,79.8,28.0,52
1081,Ação,PC,Não,14.45,10.8,59.8,30.0,28
1082,Indie,Mobile,Sim,0.0,16.2,61.2,19.0,43
1083,Indie,PC,Não,41.76,8.7,59.2,20.0,22
1084,Indie,PC,Não,13.58,9.6,62.6,26.0,24
1085,Indie,PC,Não,36.69,46.6,78.2,31.0,91
1086,Esporte,PC,Não,17.82,13.2,67.5,17.0,21
1087,Esporte,PC,Não,24.78,36.5,68.2,24.0,84
1088,Esporte,PC,Não,57.41,2.6,53.8,23.0,7
1089,RPG,Console,Sim,0.0,30.4,53.3,28.0,71
1090,RPG,PC,Sim,0.0,7.3,69.9,25.0,14
1091,Ação,Console,Sim,0.0,25.3,68.6,21.0,58
1092,Estratégia,Mobile,Não,16.08,7.3,,34.0,22
1093,Ação,Console,Não,13.58,10.2,65.4,21.0,36
1094,Ação,PC,Sim,0.0,5.4,63.2,23.0,11
1095,Estratégia,PC,Sim,0.0,25.6,70.3,14.0,47
1096,RPG,Mobile,Não,5.97,28.5,75.6,20.0,72
1097,Ação,PC,Não,21.66,7.5,50.8,29.0,14
1098,Indie,PC,Não,17.69,3.4,46.5,27.0,11
1099,Indie,Mobile,Não,39.26,36.2,75.8,29.0,76
1100,Ação,Mobile,Não,30.31,8.3,53.9,29.0,21
1101,Ação,PC,Sim,0.0,12.7,75.4,40.0,34
1102,RPG,Console,Não,34.95,6.4,62.2,20.0,15
1103,Esporte,Console,Não,37.86,23.9,62.9,14.0,47
1104,Indie,Console,Não,15.47,24.3,67.1,18.0,57
1105,Ação,PC,Não,18.25,40.3,80.4,20.0,94
1106,Esporte,PC,Sim,0.0,31.0,73.0,18.0,76
1107,Ação,Console,Não,12.75,29.5,75.1,26.0,61
1108,RPG,PC,Não,15.71,13.6,63.8,34.0,32
1109,Indie,Console,Não,25.65,12.3,49.9,36.0,36
1110,Ação,PC,Não,13.91,23.6,49.8,29.0,41
1111,Ação,Mobile,Não,18.03,13.0,59.4,40.0,32
1112,RPG,Mobile,Não,11.76,31.7,79.1,23.0,78
1113,Estratégia,Console,Não,27.19,6.0,55.3,14.0,13
1114,Indie,Console,Não,31.67,2.5,67.6,32.0,5
1115,Indie,PC,Não,31.23,21.7,67.6,12.0,50
1116,Ação,Console,Sim,0.0,9.3,72.8,20.0,15
1117,Ação,PC,Não,9.73,5.2,68.5,29.0,22
1118,Esporte,Mobile,Não,16.91,57.5,99.0,24.0,119
1119,Ação,Mobile,Não,19.21,14.6,52.9,24.0,43
1120,Indie,Mobile,Não,19.26,4.1,57.6,17.0,19
1121,Esporte,Mobile,Não,25.66,8.3,71.0,25.0,18
1122,Ação,Mobile,Não,57.7,11.5,64.4,,25
1123,Indie,PC,Não,39.94,21.4,72.8,25.0,43
1124,Ação,Mobile,Não,13.56,8.4,47.5,19.0,26
1125,RPG,Console,Não,36.86,12.8,79.9,16.0,23
1126,Estratégia,PC,Sim,0.0,17.9,58.6,19.0,45
1127,Estratégia,Console,Não,15.13,20.4,49.3,28.0,33
1128,Esporte,PC,Não,40.83,13.6,60.0,27.0,30
1129,Esporte,PC,Não,22.28,46.1,60.6,19.0,104
1130,Indie,PC,Não,10.53,24.1,59.7,10.0,44
1131,Indie,PC,Não,32.24,23.1,91.9,28.0,61
1132,Estratégia,Console,Não,27.94,22.5,65.1,19.0,54
1133,Ação,Mobile,Não,21.4,31.9,61.3,30.0,78
1134,Esporte,Console,Não,23.99,17.0,65.4,20.0,35
1135,Indie,Console,Não,15.94,5.9,50.5,18.0,14
1136,RPG,PC,Sim,0.0,19.7,74.6,26.0,47
1137,RPG,Console,Não,23.9,21.6,60.0,42.0,54
1138,RPG,PC,Não,27.11,35.3,78.6,30.0,76
1139,Ação,Mobile,Não,30.4,5.4,47.9,26.0,18
1140,Esporte,PC,Não,12.27,6.7,82.4,28.0,13
1141,RPG,Console,Não,14.35,15.0,68.5,13.0,34
1142,Esporte,Console,Não,6.51,23.0,67.5,17.0,59
1143,Indie,Console,Sim,0.0,4.5,55.1,10.0,15
1144,Indie,Mobile,Não,11.85,5.5,53.3,37.0,12
1145,RPG,PC,Não,26.56,27.0,64.4,36.0,62
1146,RPG,Mobile,Sim,0.0,4.6,50.7,28.0,25
1147,Esporte,Console,Sim,0.0,6.8,74.2,26.0,16
1148,Indie,Console,Não,11.91,28.2,66.9,14.0,61
1149,RPG,Console,Não,23.59,22.7,49.5,23.0,41
1150,Indie,Mobile,Não,66.83,8.5,49.6,38.0,25
1151,Ação,Mobile,Sim,0.0,20.9,75.9,26.0,48
1152,Indie,PC,Não,44.36,18.1,63.6,21.0,43
1153,Ação,Mobile,Não,30.04,13.2,61.7,13.0,28
1154,Ação,Console,Não,13.42,10.6,71.9,35.0,25
1155,Estratégia,Console,Não,37.76,20.3,60.2,25.0,35
1156,Ação,Mobile,Sim,0.0,5.1,63.8,13.0,11
1157,Ação,PC,Não,34.34,20.1,61.0,19.0,40
1158,Ação,Console,Sim,0.0,16.8,70.3,16.0,31
1159,RPG,PC,Não,22.11,17.8,62.2,24.0,45
1160,Esporte,PC,Sim,0.0,6.5,56.7,26.0,13
1161,Ação,Mobile,Não,28.44,35.9,83.9,21.0,85
1162,Esporte,PC,Sim,0.0,8.5,66.8,30.0,26
1163,Indie,PC,Não,17.33,9.7,59.3,26.0,24
1164,Ação,PC,Não,10.96,12.8,58.4,32.0,26
1165,Ação,Console,Não,65.03,22.7,83.0,22.0,48
1166,Indie,Mobile,Sim,0.0,17.4,70.7,46.0,39
1167,Indie,Mobile,Sim,0.0,3.2,53.4,21.0,7
1168,Estratégia,PC,Não,11.09,14.5,57.8,19.0,35
1169,Indie,Console,Não,15.43,15.4,73.5,18.0,34
1170,Ação,Console,Não,33.3,36.5,77.9,24.0,73
1171,RPG,Console,Não,54.85,11.4,,13.0,37
1172,Esporte,PC,Não,11.85,21.3,68.8,27.0,60
1173,Ação,PC,Não,22.77,75.1,100.0,12.0,143
1174,Esporte,Console,Sim,0.0,32.4,73.9,26.0,65
1175,Estratégia,Console,Não,41.21,6.2,69.6,16.0,9
1176,Esporte,Console,Não,19.96,24.9,81.3,22.0,46
1177,RPG,Console,Não,9.6,20.2,71.9,29.0,50
1178,RPG,Mobile,Não,35.61,11.1,74.0,41.0,21
1179,Ação,Console,Não,48.18,25.1,70.1,17.0,51
1180,Ação,PC,Não,23.35,6.1,64.9,24.0,15
1181,Esporte,Mobile,Não,31.29,8.6,69.2,20.0,25
1182,Ação,Mobile,Sim,0.0,12.9,71.9,19.0,26
1183,Ação,PC,Não,14.77,10.6,69.6,20.0,23
1184,Ação,Console,Não,45.42,23.2,74.6,31.0,48
1185,Ação,PC,Não,30.95,14.2,81.1,22.0,30
1186,Indie,Console,Não,32.92,9.8,56.0,41.0,25
1187,RPG,PC,Sim,0.0,32.0,,28.0,76
1188,Indie,Console,Sim,0.0,22.6,66.6,18.0,49
1189,Ação,PC,Sim,0.0,3.9,54.0,22.0,9
1190,Esporte,Console,Não,26.97,3.8,39.4,19.0,11
1191,RPG,Mobile,Sim,0.0,9.8,73.3,31.0,19
1192,RPG,PC,Não,39.25,4.4,48.4,14.0,11
1193,Indie,Mobile,Não,21.92,28.6,73.7,16.0,49
1194,Indie,Mobile,Não,13.52,9.0,47.6,21.0,19
1195,Indie,Mobile,Sim,0.0,21.3,73.4,30.0,51
1196,Ação,PC,Não,27.17,24.6,62.7,34.0,66
1197,Ação,Mobile,Sim,0.0,2.1,46.0,35.0,17
1198,Esporte,PC,Não,31.06,9.3,62.3,29.0,25
1199,Ação,PC,Sim,0.0,12.4,56.1,24.0,30
1200,Esporte,Mobile,Sim,0.0,17.9,60.6,31.0,31
1201,Estratégia,Console,Sim,0.0,27.5,73.0,17.0,58
1202,Estratégia,Console,Não,15.96,59.1,,12.0,121
1203,Indie,PC,Sim,0.0,43.1,73.5,28.0,92
1204,Esporte,Mobile,Não,20.09,14.0,54.5,18.0,30
1205,Ação,Console,Não,67.62,13.9,63.6,25.0,35
1206,Ação,Console,Não,54.89,40.1,83.9,26.0,82
1207,Estratégia,Mobile,Sim,0.0,14.6,76.9,27.0,32
1208,RPG,PC,Sim,0.0,9.2,50.9,32.0,22
1209,Ação,PC,Não,23.27,28.9,69.5,31.0,63
1210,RPG,Console,Sim,0.0,18.6,76.7,26.0,40
1211,Esporte,Mobile,Não,21.55,3.8,75.0,22.0,17
1212,Indie,PC,Não,26.07,11.4,52.9,26.0,29
1213,Estratégia,PC,Não,28.15,4.6,51.1,21.0,17
1214,RPG,PC,Sim,0.0,0.8,58.9,24.0,7
1215,Ação,Mobile,Não,42.64,47.1,78.1,43.0,103
1216,Estratégia,PC,Sim,0.0,16.1,57.8,26.0,35
1217,RPG,Console,Não,16.28,11.8,64.3,28.0,30
1218,Estratégia,Mobile,Sim,0.0,9.8,74.8,20.0,29
1219,Esporte,PC,Não,38.96,14.9,52.2,32.0,36
1220,Ação,Console,Não,19.41,9.7,74.3,30.0,21
1221,Ação,Console,Sim,0.0,6.3,53.6,30.0,29
1222,Ação,Mobile,Sim,0.0,10.2,64.2,27.0,28
1223,Indie,PC,Não,25.0,37.5,91.8,32.0,84
1224,Estratégia,PC,Sim,0.0,28.4,75.0,34.0,71
1225,Ação,PC,Sim,0.0,10.2,58.4,27.0,34
1226,Indie,Console,Não,27.49,50.3,91.6,24.0,118
1227,RPG,Console,Não,36.51,13.9,61.8,31.0,36
1228,RPG,PC,Sim,0.0,7.6,64.3,19.0,22
1229,Indie,PC,Não,18.34,19.2,64.7,20.0,51
1230,Ação,Mobile,Sim,0.0,41.5,87.7,25.0,97
1231,Ação,PC,Não,31.23,36.3,64.2,13.0,74
1232,Estratégia,PC,Sim,0.0,7.9,50.6,31.0,21
1233,Ação,Console,Não,36.76,5.2,45.4,18.0,16
1234,Esporte,PC,Não,77.55,10.9,61.0,22.0,28
1235,Ação,PC,Sim,0.0,21.6,54.2,24.0,39
1236,Ação,Console,Sim,0.0,25.9,64.3,25.0,50
1237,Ação,PC,Não,4.65,32.9,64.8,23.0,64
1238,RPG,Console,Não,43.07,16.8,78.4,25.0,38
1239,Ação,Console,Não,24.41,17.2,56.4,25.0,37
1240,Ação,Console,Não,5.99,16.3,53.2,22.0,39
1241,Indie,PC,Não,32.06,30.0,75.2,20.0,60
1242,RPG,Mobile,Não,48.94,26.2,85.9,33.0,67
1243,RPG,PC,Não,30.52,7.7,58.6,10.0,25
1244,Ação,Console,Não,34.84,24.0,69.1,24.0,52
1245,RPG,PC,Não,19.16,28.7,83.8,22.0,52
1246,Ação,Console,Sim,0.0,30.3,,28.0,74
1247,Estratégia,PC,Não,37.16,18.6,70.0,15.0,53
1248,Ação,PC,Sim,0.0,17.9,60.5,22.0,39
1249,Indie,Console,Sim,0.0,14.4,67.7,24.0,42
1250,Indie,PC,Não,7.44,15.5,52.1,32.0,32
1251,Ação,PC,Não,9.89,45.3,76.6,27.0,89
1252,Ação,Console,Sim,0.0,15.9,77.4,17.0,34
1253,Ação,Mobile,Sim,0.0,8.2,71.6,22.0,17
1254,Estratégia,PC,Não,25.19,18.9,70.3,31.0,40
1255,Ação,Mobile,Não,31.06,25.5,52.9,17.0,67
1256,Indie,Console,Sim,0.0,29.5,61.8,24.0,63
1257,Esporte,Mobile,Sim,0.0,6.2,52.6,25.0,21
1258,Indie,Console,Não,35.19,39.2,77.0,22.0,79
1259,Estratégia,Console,Não,17.66,24.8,58.6,44.0,56
1260,Indie,Console,Sim,0.0,37.8,75.5,22.0,86
1261,Ação,Console,Não,7.61,4.3,73.5,28.0,14
1262,RPG,Mobile,Não,20.1,31.1,77.3,20.0,83
1263,RPG,PC,Sim,0.0,5.9,60.5,29.0,16
1264,Indie,PC,Não,27.15,12.0,53.0,31.0,27
1265,Estratégia,PC,Não,30.79,25.4,55.5,21.0,59
1266,Indie,Mobile,Não,28.4,5.4,47.2,25.0,16
1267,Ação,PC,Não,20.93,9.6,45.6,19.0,35
1268,Indie,Console,Não,29.13,4.2,,17.0,13
1269,RPG,Mobile,Não,44.76,24.9,73.4,,55
1270,RPG,Mobile,Não,23.17,7.6,50.9,21.0,18
1271,Indie,PC,Não,29.68,15.2,65.5,10.0,37
1272,RPG,Console,Não,21.94,20.2,80.3,37.0,46
1273,RPG,Mobile,Não,16.64,18.7,83.8,19.0,42
1274,Estratégia,PC,Não,33.57,17.5,72.4,23.0,38
1275,Ação,Console,Sim,0.0,17.5,63.9,36.0,37
1276,RPG,PC,Sim,0.0,4.5,64.3,24.0,19
1277,Ação,Console,Não,24.95,12.5,74.7,24.0,27
1278,Ação,Console,Não,20.44,17.4,47.4,16.0,34
1279,Indie,PC,Sim,0.0,16.0,77.9,14.0,36
1280,Estratégia,PC,Não,18.09,13.7,58.3,24.0,35
1281,RPG,PC,Sim,0.0,8.5,55.3,28.0,20
1282,RPG,PC,Não,30.87,18.4,62.8,27.0,36
1283,RPG,Console,Não,28.19,21.0,70.5,22.0,47
1284,Estratégia,PC,Sim,0.0,10.7,,25.0,39
1285,Indie,PC,Não,17.83,29.6,70.2,12.0,69
1286,Indie,Console,Sim,0.0,39.8,83.6,28.0,93
1287,RPG,Console,Não,19.53,15.4,66.2,26.0,32
1288,RPG,Console,Sim,0.0,7.8,63.1,39.0,20
1289,RPG,Mobile,Não,13.51,5.3,55.3,25.0,20
1290,Estratégia,PC,Não,8.67,11.9,68.4,18.0,37
1291,RPG,Mobile,Sim,0.0,14.6,73.3,25.0,30
1292,Esporte,PC,Sim,0.0,5.1,67.0,23.0,14
1293,Estratégia,Console,Sim,0.0,11.6,65.8,28.0,23
1294,RPG,Mobile,Não,14.33,28.5,80.6,25.0,59
1295,RPG,Mobile,Não,72.73,1.7,63.9,16.0,9
1296,RPG,Console,Não,19.87,16.1,88.7,14.0,36
1297,Ação,Console,Não,20.88,9.6,71.7,27.0,23
1298,Ação,PC,Não,58.11,14.9,63.1,35.0,31
1299,Esporte,Console,Não,36.43,41.2,71.5,26.0,97
1300,RPG,Console,Não,91.9,14.4,61.3,31.0,29
1301,Ação,Mobile,Não,28.48,12.8,59.7,32.0,29
1302,Estratégia,Console,Não,19.33,23.8,73.9,27.0,50
1303,Esporte,PC,Não,16.99,18.6,59.9,19.0,47
1304,Ação,Console,Não,8.1,16.2,75.4,26.0,42
1305,Indie,PC,Sim,0.0,19.1,54.0,33.0,47
1306,Indie,PC,Sim,0.0,33.9,60.6,29.0,72
1307,Estratégia,PC,Não,35.14,27.3,70.2,30.0,55
1308,Esporte,Console,Não,24.83,12.2,54.7,22.0,26
1309,Ação,PC,Não,13.5,39.8,67.6,24.0,95
1310,Indie,PC,Não,28.11,10.1,55.3,24.0,35
1311,RPG,PC,Não,45.05,16.1,57.8,25.0,23
1312,Indie,Mobile,Não,31.77,17.5,65.6,33.0,47
1313,Estratégia,Console,Sim,0.0,11.7,56.4,10.0,17
1314,Ação,PC,Não,15.21,37.0,72.3,25.0,76
1315,Ação,PC,Sim,0.0,11.3,61.7,24.0,20
1316,Esporte,Console,Não,3.75,13.5,72.2,15.0,27
1317,Estratégia,PC,Não,30.87,30.1,86.3,30.0,62
1318,Ação,Console,Não,114.69,10.4,62.6,20.0,30
1319,Esporte,PC,Não,9.92,4.9,60.0,23.0,18
1320,Indie,Mobile,Não,21.22,16.5,63.3,38.0,42
1321,RPG,PC,Não,24.42,6.3,63.1,32.0,18
1322,RPG,Console,Não,18.59,5.7,61.9,29.0,15
1323,Ação,PC,Não,45.69,1.8,68.0,28.0,8
1324,Esporte,Mobile,Sim,0.0,2.1,39.3,24.0,3
1325,RPG,Mobile,Sim,0.0,2.3,54.3,39.0,10
1326,Indie,Console,Não,39.58,43.3,84.0,31.0,84
1327,RPG,Console,Sim,0.0,2.3,56.1,20.0,12
1328,Estratégia,PC,Não,165.33,6.2,50.3,15.0,23
1329,Ação,Mobile,Não,26.86,13.7,51.5,29.0,36
1330,Ação,Console,Não,27.58,23.1,76.1,25.0,51
1331,Esporte,PC,Sim,0.0,24.8,63.1,15.0,52
1332,RPG,Console,Não,17.71,7.8,43.9,28.0,18
1333,Estratégia,Console,Sim,0.0,15.9,,23.0,46
1334,Indie,Mobile,Não,11.01,13.4,67.2,29.0,38
